n,tempo_de_execucao
105210,0.000426 segundos
105310,0.000445 segundos
105410,0.00057 segundos
105510,0.000454 segundos
105610,0.000417 segundos
105710,0.000628 segundos
105810,0.000466 segundos
105910,0.000482 segundos
106010,0.000492 segundos
106110,0.000468 segundos
106210,0.000471 segundos
106310,0.000426 segundos
106410,0.000468 segundos
106510,0.000413 segundos
106610,0.000461 segundos
106710,0.000443 segundos
106810,0.000415 segundos
106910,0.00042 segundos
107010,0.000439 segundos
107110,0.000521 segundos
107210,0.000443 segundos
107310,0.000493 segundos
107410,0.000452 segundos
107510,0.0005 segundos
107610,0.000454 segundos
107710,0.000431 segundos
107810,0.000748 segundos
107910,0.000453 segundos
108010,0.000457 segundos
108110,0.000444 segundos
108210,0.000419 segundos
108310,0.000421 segundos
108410,0.000486 segundos
108510,0.000453 segundos
108610,0.000441 segundos
108710,0.00046 segundos
108810,0.000428 segundos
108910,0.000431 segundos
109010,0.000452 segundos
109110,0.000476 segundos
109210,0.00053 segundos
109310,0.00053 segundos
109410,0.000433 segundos
109510,0.000444 segundos
109610,0.00045 segundos
109710,0.000464 segundos
109810,0.000442 segundos
109910,0.000491 segundos
110010,0.000444 segundos
110110,0.000408 segundos
110210,0.000409 segundos
110310,0.000459 segundos
110410,0.000529 segundos
110510,0.000442 segundos
110610,0.000453 segundos
110710,0.000457 segundos
110810,0.00044 segundos
110910,0.000607 segundos
111010,0.000425 segundos
111110,0.000452 segundos
111210,0.000438 segundos
111310,0.000417 segundos
111410,0.000455 segundos
111510,0.000455 segundos
111610,0.000452 segundos
111710,0.000444 segundos
111810,0.000425 segundos
111910,0.000415 segundos
112010,0.000466 segundos
112110,0.000467 segundos
112210,0.000453 segundos
112310,0.000431 segundos
112410,0.000416 segundos
112510,0.000474 segundos
112610,0.000447 segundos
112710,0.000452 segundos
112810,0.000471 segundos
112910,0.000449 segundos
113010,0.000474 segundos
113110,0.000474 segundos
113210,0.000469 segundos
